name_similarity,description_similarity,price_diff,price_nan_ind,label
0.14285714285714285,0.04878048780487805,0.26675558519506504,0,0
0.2,0.0,0.6348782927642548,0,0
0.1111111111111111,0.0,0.28575510787255315,0,0
0.1111111111111111,0.0,0.7000700070007001,0,0
0.125,0.0,0.9225263157894736,0,0
0.1111111111111111,0.03225806451612903,0.48973050591040795,0,0
0.125,0.017857142857142856,0.8684790886424569,0,0
0.14285714285714285,0.026385224274406333,0.5262013481191563,0,0
0.25,0.033707865168539325,0.4994844586816157,0,0
0.14285714285714285,0.07894736842105263,0.7442491784540649,0,0
0.2,0.0,0.16749999999999998,0,0
0.16666666666666666,0.012345679012345678,0.0,0,0
0.1111111111111111,0.0,1.0,1,0
0.125,0.125,1.0,1,0
0.16666666666666666,0.0,0.7999999999999999,0,0
0.2,0.007692307692307693,0.12035225048923685,0,0
0.2,0.01694915254237288,0.5001250312578145,0,0
0.16666666666666666,0.016260162601626018,0.8938095238095238,0,0
0.2,0.0,1.0,1,0
0.14285714285714285,0.014084507042253521,0.8142134368749265,0,0
0.2222222222222222,0.04,0.0992481203007519,0,0
0.14285714285714285,0.024390243902439025,0.1652921535893155,0,0
0.2,0.08695652173913043,0.0005001250312578926,0,0
0.125,0.0,1.0,1,0
0.1111111111111111,0.046296296296296294,0.03334444814938313,0,0
0.1111111111111111,0.0,0.9976456904995102,0,0
0.2222222222222222,0.026936026936026935,0.4889432159128792,0,0
0.375,0.0,0.2306597422581265,0,0
0.16666666666666666,0.0,0.8494974874371859,0,0
0.1111111111111111,0.0,1.0,1,0
0.16666666666666666,0.023255813953488372,0.0,0,0
0.125,0.015444015444015444,0.2400480096019204,0,0
0.16666666666666666,0.0,0.4000800160032007,0,0
0.1111111111111111,0.043478260869565216,0.5025125628140703,0,0
0.5,0.10256410256410256,0.3001000333444482,0,0
0.125,0.041666666666666664,0.10105052526263132,0,0
0.25,0.02127659574468085,0.00990099009900985,0,0
0.2,0.0,0.026408802934311304,0,0
0.15384615384615385,0.075,0.8428142714238079,0,0
0.13333333333333333,0.07142857142857142,1.0,1,0
0.14285714285714285,0.015625,0.8598902500346157,0,0
0.15384615384615385,0.0,0.8034042943659386,0,0
0.4,0.014705882352941176,0.4812280701754386,0,0
0.13333333333333333,0.011111111111111112,0.043384433962264116,0,0
0.25,0.04294478527607362,0.1304631441617743,0,0
0.16666666666666666,0.012605042016806723,0.20042004200420035,0,0
0.125,0.0,0.0010002500625156075,0,0
0.125,0.0425531914893617,0.3750781412794332,0,0
0.1111111111111111,0.009523809523809525,0.982029820298203,0,0
0.1111111111111111,0.0,0.3334444814938313,0,0
